"","heart_disease_mortality_per_100k","econ__pct_civilian_labor","econ__pct_unemployment","econ__pct_uninsured_adults","econ__pct_uninsured_children","demo__pct_below_18_years_of_age","demo__pct_aged_65_years_and_older","demo__birth_rate_per_1k","demo__death_rate_per_1k","health__pct_adult_obesity","health__pct_adult_smoking","health__pct_diabetes","health__pct_low_birthweight","health__pct_excessive_drinking","health__pct_physical_inacticity","health__air_pollution_particulate_matter","health__homicides_per_100k","health__motor_vehicle_crash_deaths_per_100k","health__pop_per_dentist","health__pop_per_primary_care_physician","Area_Rucc","Econ_Economic_typology","Area_Urban_Influence"
"2795",257,0.423,0.091,0.208,0.07,0.185,0.232,10,14,0.287,0.258,0.096,0.071,0.176,0.221,8,1.7,15.23,1510,1139,"D1","Nonsp","M5"
"2796",305,0.487,0.084,0.173,0.038,0.224,0.155,11,10,0.3,0.181,0.103,0.078,0.201,0.23,13,2.7,6.35,1279,1740,"A1","Manu","M1"
"2797",264,0.399,0.094,0.223,0.078,0.237,0.184,11,10,0.328,0.197,0.111,0.06,0.143,0.236,10,2.49,15.49,1530,1939,"C1","Nonsp","M3"
"2798",398,0.383,0.08,0.253,0.082,0.253,0.161,12,10,0.381,0.265,0.142,0.128,0.12,0.343,11,NA,30.82,7930,2630,"B2","Nonsp","N4"
"2799",218,0.443,0.061,0.202,0.14,0.246,0.136,10,9,0.215,0.145,0.06,0.071,0.187,0.174,13,NA,30.48,1779,1350,"B2","Mining","N4"
"2800",260,0.559,0.031,0.189,0.077,0.242,0.176,12,12,0.292,0.197,0.117,0.076,0.15,0.282,14,NA,49.55,4969,2489,"B2","Farm","N4"
"2801",232,0.422,0.08,0.157,0.121,0.278,0.121,16,5,0.358,0.197,0.09,0.07,0.182,0.234,10,NA,32.16,4520,2199,"D2","Mining","N3"
"2802",329,0.473,0.055,0.2,0.104,0.231,0.175,11,10,0.342,0.217,0.123,0.066,NA,0.293,13,NA,25.21,4430,2219,"C2","Manu","N7"
"2803",320,0.407,0.083,0.192,0.052,0.195,0.218,9,12,0.354,0.317,0.108,0.093,0.124,0.229,12,NA,14.85,2579,3090,"B1","Recr","N2"
"2804",216,0.57,0.055,0.081,0.025,0.196,0.138,8,6,0.238,0.14,0.075,0.072,0.194,0.172,11,1.1,7.59,2160,1780,"A1","Fed","M1"
"2805",378,0.395,0.067,0.329,0.14,0.252,0.124,14,10,0.319,0.323,0.103,0.085,NA,0.258,9,4.4,32.06,4519,3640,"A1","Nonsp","M1"
"2806",213,0.635,0.033,0.221,0.166,0.234,0.202,9,4,0.314,NA,0.095,NA,0.163,0.318,13,NA,NA,NA,NA,"B2","Farm","N4"
"2807",326,0.463,0.057,0.241,0.086,0.246,0.204,14,15,0.318,0.305,0.116,0.083,0.193,0.358,9,NA,28.86,2950,1770,"D2","Farm","N5"
"2808",206,0.555,0.056,0.118,0.038,0.203,0.148,10,7,0.285,0.155,0.074,0.063,0.257,0.221,11,NA,11.59,1570,1369,"C1","Nonsp","M4"
"2809",292,0.337,0.071,0.252,0.106,0.161,0.336,7,18,0.268,0.247,0.117,0.072,0.158,0.256,11,3.9,21.87,3569,1880,"A3","Nonsp","M2"
"2810",307,0.547,0.047,0.192,0.083,0.249,0.171,14,14,0.351,0.208,0.118,0.055,0.082,0.323,8,NA,26.98,3329,1000,"C2","Nonsp","N1"
"2811",228,0.671,0.015,0.211,0.123,0.236,0.165,19,9,0.247,0.146,0.081,0.111,0.249,0.305,10,NA,50.14,3050,1469,"B2","Mining","M5"
"2812",328,0.494,0.051,0.199,0.086,0.229,0.176,11,10,0.343,0.218,0.141,0.061,NA,0.24,13,NA,24.33,4330,2620,"C2","Manu","N7"
"2813",216,0.413,0.061,0.398,0.141,0.288,0.107,16,6,0.255,0.152,0.086,0.088,0.176,0.227,10,2.9,12.04,2679,2159,"A2","Nonsp","M2"
"2814",326,0.322,0.115,0.257,0.078,0.241,0.151,13,10,0.369,0.235,0.137,0.132,0.085,0.289,12,17.07,23.36,5470,1319,"C2","Nonsp","M4"
"2815",313,0.483,0.061,0.205,0.055,0.131,0.072,8,5,0.292,NA,0.068,0.08,NA,0.203,13,NA,NA,1709,1390,"A3","Fed","M2"
"2816",239,0.469,0.051,0.206,0.102,0.199,0.194,10,10,0.268,0.2,0.091,0.076,0.14,0.221,12,3,25.38,3599,2330,"A1","Recr","M1"
"2817",313,0.644,0.022,0.249,0.16,0.23,0.282,13,14,0.302,NA,0.136,NA,NA,0.286,9,NA,NA,NA,NA,"B2","Farm","N4"
"2818",220,0.48,0.061,0.21,0.061,0.179,0.139,9,7,0.272,0.151,0.069,0.057,0.175,0.177,11,NA,8.85,2319,1890,"C1","Fed","M3"
"2819",289,0.479,0.026,0.414,0.217,0.341,0.1,21,6,0.325,NA,0.094,0.069,NA,0.271,9,NA,34.35,9249,5999,"D2","Mining","N3"
"2820",332,0.466,0.06,0.126,0.041,0.221,0.143,11,8,0.272,0.191,0.106,0.076,0.168,0.275,11,4.2,4.71,1550,1070,"A1","Nonsp","M1"
"2821",187,0.516,0.045,0.185,0.068,0.171,0.141,8,7,0.204,0.121,0.061,0.048,0.141,0.161,9,NA,7.92,1599,779,"A3","Fed","M2"
"2822",252,0.532,0.038,0.115,0.036,0.234,0.128,12,8,0.276,0.15,0.089,0.079,0.187,0.212,13,2.7,8.47,1509,1420,"A1","Fed","M1"
"2823",262,0.32,0.052,0.284,0.114,0.212,0.111,12,9,0.296,NA,0.102,0.089,NA,0.263,9,NA,18.31,5740,3560,"C2","Fed","M4"
"2824",467,0.464,0.075,0.265,0.054,0.251,0.166,13,13,0.366,0.235,0.143,0.153,NA,0.337,12,14.6,28.23,6249,1790,"C2","Nonsp","N1"
"2825",199,0.486,0.042,0.169,0.065,0.168,0.247,8,12,0.224,0.173,0.094,0.07,0.163,0.208,10,NA,14.7,2270,809,"B1","Recr","N2"
"2826",232,0.496,0.016,0.142,0.084,0.231,0.221,12,13,0.337,0.16,0.106,0.056,0.262,0.264,10,NA,NA,2620,2629,"B2","Farm","N4"
"2827",407,0.415,0.071,0.249,0.08,0.227,0.178,13,14,0.329,0.257,0.129,0.115,NA,0.287,13,NA,23.13,4419,1900,"C2","Nonsp","M3"
"2828",252,0.489,0.049,0.217,0.084,0.267,0.122,12,7,0.279,0.162,0.1,0.065,0.147,0.259,13,3.7,10.37,2830,2210,"A1","Nonsp","M1"
"2829",312,0.38,0.079,0.239,0.064,0.226,0.149,8,13,0.334,0.242,0.119,0.111,NA,0.352,13,NA,36.13,6420,4799,"A2","Manu","M2"
"2830",267,0.425,0.094,0.286,0.135,0.181,0.239,9,13,0.294,0.202,0.109,0.077,0.146,0.226,11,NA,24.62,1939,1619,"D2","Fed","N3"
"2831",352,0.404,0.087,0.281,0.101,0.23,0.146,13,12,0.336,0.226,0.149,0.118,NA,0.33,13,6.4,19.4,2120,1300,"D1","Nonsp","M5"
"2832",303,0.465,0.066,0.161,0.034,0.222,0.204,11,12,0.289,NA,0.109,0.08,NA,0.295,14,NA,11.77,4150,2360,"D2","Nonsp","N3"
"2833",242,0.48,0.04,0.244,0.118,0.259,0.128,12,7,0.311,0.207,0.085,0.082,0.196,0.218,8,1.9,13.17,3969,3249,"A1","Nonsp","M1"
"2834",220,0.53,0.053,0.179,0.07,0.24,0.113,13,7,0.287,0.153,0.084,0.061,0.186,0.19,11,1.33,8.16,1609,1909,"A1","Manu","M1"
"2835",266,0.379,0.083,0.167,0.052,0.199,0.23,8,12,0.296,0.353,0.114,0.081,0.294,0.24,11,NA,14.05,2779,1270,"D2","Fed","M5"
"2836",236,0.443,0.062,0.275,0.089,0.274,0.123,13,7,0.259,0.146,0.095,0.06,0.177,0.188,9,4.5,11.77,2070,2459,"A1","Recr","M1"
"2837",246,0.389,0.068,0.332,0.121,0.296,0.081,15,6,0.305,NA,0.094,0.092,NA,0.256,13,NA,26.1,NA,NA,"A3","Nonsp","M2"
"2838",247,0.415,0.051,0.257,0.089,0.266,0.105,18,6,0.311,0.172,0.08,0.069,0.192,0.252,9,NA,17.76,1369,1740,"C2","Nonsp","M4"
"2839",221,0.481,0.064,0.188,0.053,0.269,0.124,14,7,0.32,0.151,0.102,0.07,0.135,0.181,10,1.8,6.93,1549,1309,"A2","Nonsp","M2"
"2840",329,0.477,0.062,0.229,0.056,0.226,0.165,11,13,0.293,0.252,0.127,0.097,0.088,0.307,13,6.8,17.84,2690,1980,"C1","Nonsp","M3"
"2841",297,0.457,0.073,0.339,0.16,0.245,0.155,15,10,0.305,0.246,0.115,0.092,NA,0.295,9,9.31,19.79,3349,3060,"C1","Nonsp","M3"
"2842",336,0.392,0.064,0.293,0.094,0.254,0.148,14,11,0.364,0.215,0.133,0.106,0.072,0.36,12,9.21,32.99,2429,1890,"C1","Manu","M4"
"2843",405,0.331,0.083,0.193,0.056,0.204,0.19,12,16,0.342,0.303,0.123,0.104,NA,0.331,14,NA,NA,6379,1079,"B2","Nonsp","M5"
"2844",283,0.428,0.072,0.142,0.037,0.197,0.163,10,10,0.31,0.139,0.09,0.084,0.277,0.262,12,NA,24.51,3720,1960,"C2","Manu","N7"
"2845",277,0.544,0.044,0.12,0.052,0.267,0.158,14,10,0.301,0.18,0.094,0.064,0.193,0.273,11,NA,14.66,3030,2090,"C2","Nonsp","N1"
"2846",380,0.402,0.088,0.256,0.1,0.238,0.177,13,13,0.319,NA,0.139,0.127,NA,0.284,13,NA,31.21,9700,9439,"B1","Mining","N2"
"2847",214,0.528,0.068,0.136,0.069,0.238,0.172,12,9,0.293,0.207,0.082,0.067,0.232,0.221,13,NA,15.91,3349,1739,"C2","Nonsp","N7"
"2848",328,0.523,0.05,0.109,0.027,0.228,0.174,12,12,0.296,0.271,0.115,0.075,0.238,0.271,12,NA,13.95,1859,1800,"C1","Manu","M4"
"2849",367,0.503,0.024,0.275,0.187,0.255,0.184,17,11,0.325,NA,0.117,0.069,NA,0.357,11,NA,60.11,3709,3690,"B2","Farm","N4"
"2850",267,0.448,0.078,0.148,0.045,0.212,0.199,10,12,0.331,0.16,0.104,0.071,0.16,0.271,11,NA,15.18,5190,3049,"C2","Nonsp","M4"
"2851",360,0.479,0.039,0.236,0.108,0.254,0.144,11,10,0.369,0.27,0.096,0.091,0.099,0.3,10,2.1,20.12,3869,2199,"A1","Nonsp","M1"
"2852",282,0.445,0.058,0.196,0.047,0.193,0.137,15,10,0.295,0.243,0.117,0.079,0.161,0.235,13,2.7,9.38,969,809,"A2","Nonsp","M2"
"2853",203,0.531,0.039,0.148,0.054,0.234,0.134,13,5,0.188,0.081,0.071,0.076,0.143,0.164,13,2.69,6.23,899,720,"A1","Fed","M1"
"2854",221,0.448,0.11,0.192,0.075,0.177,0.287,12,14,0.315,NA,0.123,NA,NA,0.245,10,NA,NA,NA,NA,"B2","Recr","M5"
"2855",299,0.405,0.072,0.211,0.065,0.272,0.075,18,6,0.311,0.279,0.106,0.078,0.169,0.333,15,6.19,16.36,2720,2229,"A2","Nonsp","M2"
"2856",265,0.459,0.039,0.18,0.074,0.173,0.277,7,13,0.279,0.254,0.128,0.081,NA,0.247,12,NA,20.68,4440,2219,"A1","Recr","M1"
"2857",203,0.527,0.038,0.163,0.055,0.241,0.134,13,6,0.192,0.076,0.072,0.076,0.133,0.174,13,1.4,5.29,859,740,"A1","Fed","M1"
"2858",242,0.398,0.08,0.243,0.081,0.183,0.237,8,11,0.298,0.219,0.113,0.081,0.14,0.252,12,5.44,26.04,3049,2339,"A2","Recr","M2"
"2859",180,0.583,0.044,0.13,0.086,0.15,0.167,6,5,0.177,0.186,0.06,0.113,0.226,0.16,13,NA,17.91,3010,NA,"A1","Mining","M1"
"2860",221,0.245,0.061,0.209,0.108,0.134,0.118,5,8,0.239,0.151,0.071,0.096,NA,0.237,14,NA,34.26,NA,2860,"B1","Fed","N2"
"2861",260,0.344,0.047,0.208,0.069,0.251,0.083,23,6,0.269,0.255,0.08,0.069,0.179,0.243,12,3.8,15.57,1119,3050,"A3","Nonsp","M2"
"2862",255,0.534,0.047,0.144,0.05,0.238,0.154,13,10,0.33,0.214,0.099,0.082,0.211,0.293,9,2.75,12.61,2160,2219,"A2","Nonsp","M2"
"2863",315,0.421,0.061,0.172,0.073,0.184,0.198,8,12,0.311,NA,0.124,0.095,NA,0.253,13,NA,33.38,1679,NA,"B1","Manu","N2"
"2864",250,0.544,0.046,0.14,0.044,0.212,0.142,13,9,0.278,0.212,0.09,0.086,0.191,0.226,11,1.56,10.34,1630,1090,"A3","Manu","M2"
"2865",248,0.491,0.081,0.139,0.05,0.204,0.217,10,12,0.292,0.223,0.092,0.071,0.231,0.26,11,NA,21.49,1990,1159,"C2","Recr","N1"
"2866",283,0.366,0.076,0.343,0.119,0.266,0.116,13,8,0.285,0.193,0.114,0.085,NA,0.297,12,NA,NA,10650,5199,"A3","Nonsp","M2"
"2867",373,0.394,0.09,0.253,0.081,0.24,0.175,10,12,0.318,0.206,0.105,0.1,NA,0.361,14,NA,45.72,3470,2550,"B2","Manu","M5"
"2868",349,0.465,0.064,0.168,0.068,0.206,0.197,11,13,0.278,0.343,0.132,0.08,0.183,0.284,14,NA,16.13,7810,1959,"C2","Mining","N1"
"2869",308,0.411,0.07,0.34,0.119,0.254,0.152,14,10,0.326,0.261,0.119,0.1,NA,0.294,12,NA,22.74,5120,2290,"C2","Nonsp","N1"
"2870",262,0.518,0.049,0.229,0.125,0.259,0.198,13,7,0.318,0.186,0.104,0.089,NA,0.224,9,NA,NA,NA,1369,"A3","Nonsp","M2"
"2871",281,0.429,0.064,0.258,0.131,0.24,0.184,13,15,0.301,0.438,0.109,0.066,NA,0.289,9,NA,33.76,6649,1660,"B2","Manu","N4"
"2872",230,0.508,0.057,0.212,0.139,0.288,0.156,16,11,0.291,0.218,0.08,0.046,0.269,0.251,12,NA,21.79,2179,2479,"C2","Manu","N1"
"2873",210,0.528,0.046,0.235,0.092,0.218,0.109,15,6,0.286,0.135,0.095,0.087,0.145,0.195,12,9.5,8.43,1409,819,"A2","Manu","M2"
"2874",257,0.517,0.043,0.11,0.043,0.254,0.112,12,7,0.331,0.154,0.109,0.109,0.14,0.24,13,4.3,14.71,1490,2029,"A1","Nonsp","M1"
"2875",347,0.439,0.079,0.225,0.072,0.231,0.165,11,12,0.353,0.234,0.154,0.135,0.092,0.325,12,11.68,29.87,3859,1839,"A3","Manu","M2"
"2876",314,0.317,0.057,0.396,0.216,0.196,0.285,9,15,0.289,NA,0.125,NA,NA,0.289,9,NA,NA,1709,NA,"B2","Recr","N4"
"2877",222,0.544,0.029,0.125,0.058,0.234,0.191,11,12,0.281,0.239,0.083,NA,0.244,0.293,10,NA,NA,2609,NA,"B2","Farm","M5"
"2878",356,0.506,0.044,0.202,0.063,0.243,0.171,11,13,0.386,0.216,0.117,0.072,0.116,0.334,9,NA,23.79,2989,3029,"C2","Manu","N1"
"2879",339,0.421,0.095,0.225,0.059,0.232,0.16,11,12,0.398,0.213,0.151,0.125,NA,0.305,12,12.1,18.05,4269,3099,"A3","Nonsp","M2"
"2880",318,0.418,0.077,0.227,0.068,0.222,0.188,11,13,0.337,0.286,0.14,0.101,0.113,0.388,13,3.2,30.53,2960,1900,"C2","Nonsp","N1"
"2881",288,0.456,0.066,0.138,0.047,0.212,0.15,14,8,0.284,NA,0.105,0.086,NA,0.243,13,NA,NA,1029,250,"D2","Mining","M5"
"2882",196,0.448,0.085,0.196,0.067,0.205,0.16,7,6,0.312,0.179,0.084,0.064,0.202,0.195,10,NA,NA,11269,NA,"A1","Recr","M1"
"2883",210,0.479,0.037,0.12,0.052,0.272,0.083,12,5,0.357,0.166,0.082,0.078,0.157,0.216,13,3.1,9.23,2910,2980,"A1","Fed","M1"
"2884",266,0.374,0.083,0.268,0.119,0.213,0.223,6,11,0.239,NA,0.093,0.066,NA,0.209,10,NA,24.42,1300,3099,"C2","Fed","N1"
"2885",265,0.546,0.026,0.163,0.063,0.224,0.15,16,8,0.309,0.153,0.08,0.068,NA,0.25,13,NA,20.12,1980,1579,"D2","Nonsp","N5"
"2886",219,0.497,0.061,0.168,0.058,0.194,0.175,9,10,0.303,0.176,0.092,0.075,0.178,0.207,10,NA,17.25,2640,829,"C2","Recr","N1"
"2887",193,0.535,0.063,0.26,0.21,0.225,0.104,12,6,0.238,0.161,0.075,0.092,0.155,0.147,11,6.2,26.33,1359,1249,"A3","Fed","M2"
"2888",295,0.442,0.064,0.257,0.181,0.24,0.178,14,10,0.313,0.238,0.096,0.082,0.17,0.255,13,NA,24.89,1599,2029,"C2","Nonsp","M4"
"2889",259,0.388,0.055,0.233,0.088,0.198,0.174,10,10,0.355,0.134,0.137,0.118,0.161,0.314,12,NA,25.62,4469,2700,"C2","Nonsp","N7"
"2890",397,0.546,0.028,0.416,0.21,0.302,0.084,20,7,0.277,NA,0.096,0.077,NA,0.279,11,NA,28.04,3509,1370,"D2","Nonsp","N5"
"2891",213,0.447,0.047,0.27,0.121,0.201,0.248,10,11,0.245,0.16,0.121,0.082,0.173,0.242,11,7.6,12.67,2220,1780,"A2","Recr","M2"
"2892",199,0.44,0.033,0.132,0.093,0.347,0.116,14,5,0.233,NA,0.079,0.055,NA,0.2,12,NA,NA,3270,1380,"A2","Nonsp","M2"
"2893",259,0.421,0.051,0.33,0.153,0.241,0.129,13,6,0.293,NA,0.093,0.091,NA,0.279,11,NA,19.31,3919,2229,"D2","Mining","N5"
"2894",336,0.433,0.081,0.195,0.043,0.231,0.165,11,12,0.384,0.237,0.14,0.133,0.114,0.362,13,8.7,23.67,3850,3140,"C1","Manu","M3"
"2895",210,0.558,0.048,0.226,0.1,0.221,0.102,14,6,0.18,0.198,0.056,0.099,0.222,0.136,13,9.2,9.56,1560,839,"A1","Nonsp","M1"
"2896",339,0.37,0.064,0.296,0.075,0.199,0.228,9,16,0.304,0.199,0.128,0.067,NA,0.336,12,NA,34.9,4029,1999,"B2","Nonsp","N4"
"2897",325,0.37,0.101,0.236,0.079,0.214,0.17,9,11,0.407,0.175,0.164,0.124,0.085,0.332,13,NA,31.01,2200,3149,"D2","Nonsp","N3"
"2898",261,0.29,0.092,0.246,0.072,0.156,0.186,8,12,0.365,NA,0.155,0.148,NA,0.279,13,NA,17,8869,4489,"D2","Fed","M5"
"2899",208,0.432,0.042,0.28,0.191,0.187,0.236,8,10,0.288,0.225,0.14,0.092,NA,0.285,9,NA,27.8,6860,4099,"A1","Recr","M1"
"2900",260,0.489,0.064,0.136,0.04,0.206,0.163,9,9,0.254,0.278,0.088,0.077,0.214,0.235,12,NA,12.4,2610,3619,"C1","Nonsp","M4"
"2901",265,0.457,0.057,0.326,0.084,0.222,0.203,11,11,0.289,0.241,0.119,0.074,0.095,0.307,11,NA,27.31,3969,1709,"C2","Manu","N1"
"2902",258,0.377,0.061,0.311,0.115,0.252,0.145,14,9,0.247,0.243,0.105,0.083,0.139,0.22,10,6.3,9.49,2969,2109,"C1","Fed","M4"
"2903",286,0.454,0.052,0.277,0.112,0.219,0.14,10,10,0.341,NA,0.119,0.109,NA,0.282,12,6.4,18.15,2649,10709,"B1","Fed","N2"
"2904",280,0.419,0.085,0.211,0.044,0.247,0.113,15,7,0.284,0.182,0.099,0.104,0.144,0.277,11,8.1,3.3,2080,2080,"A1","Nonsp","M1"
"2905",204,0.499,0.046,0.238,0.079,0.23,0.14,12,6,0.208,0.107,0.074,0.059,0.167,0.163,8,2.4,6.12,980,1059,"A1","Nonsp","M1"
"2906",335,0.455,0.067,0.217,0.06,0.226,0.16,12,12,0.349,0.262,0.132,0.074,0.087,0.333,14,3.69,23.54,1340,1229,"C1","Nonsp","M3"
"2907",257,0.562,0.026,0.336,0.188,0.237,0.225,10,13,0.32,NA,0.134,NA,NA,0.359,12,NA,56.06,2389,2479,"B2","Farm","N4"
"2908",270,0.437,0.062,0.176,0.04,0.217,0.169,11,9,0.367,0.185,0.116,0.085,NA,0.242,13,NA,16.86,3150,5499,"C2","Nonsp","N7"
"2909",357,0.403,0.085,0.237,0.055,0.249,0.158,13,10,0.348,0.283,0.139,0.129,0.121,0.325,10,9.5,27.42,9019,4489,"A2","Mining","M2"
"2910",310,0.506,0.056,0.144,0.049,0.223,0.165,13,12,0.312,0.211,0.12,0.071,0.138,0.3,10,NA,17.51,1760,1360,"D1","Manu","M5"
"2911",299,0.441,0.041,0.177,0.055,0.25,0.161,16,9,0.339,0.199,0.113,0.066,NA,0.301,14,NA,28.99,1730,NA,"A3","Manu","M2"
"2912",374,0.436,0.059,0.194,0.051,0.246,0.156,11,10,0.324,0.228,0.117,0.08,NA,0.316,14,NA,22.48,3810,1910,"A1","Nonsp","M1"
"2913",259,0.388,0.065,0.288,0.122,0.189,0.273,10,14,0.309,0.212,0.119,0.09,0.148,0.273,11,5.8,19.07,2810,1890,"A2","Nonsp","M2"
"2914",383,0.403,0.062,0.281,0.114,0.245,0.157,12,13,0.379,0.306,0.149,0.079,0.103,0.38,11,5.2,22.39,2979,3839,"A2","Nonsp","M2"
"2915",295,0.376,0.09,0.209,0.084,0.236,0.16,11,12,0.314,0.247,0.103,0.094,NA,0.325,13,8.51,25.03,3579,3549,"C2","Nonsp","N7"
"2916",349,0.534,0.03,0.298,0.121,0.245,0.127,16,9,0.291,0.163,0.114,0.083,0.107,0.281,10,NA,20.01,1829,1669,"D2","Mining","M5"
"2917",296,0.377,0.074,0.206,0.069,0.247,0.16,11,11,0.297,0.256,0.112,0.087,NA,0.322,13,8.6,24.04,3120,3540,"C2","Nonsp","N7"
"2918",259,0.466,0.041,0.279,0.12,0.258,0.101,15,7,0.289,0.164,0.09,0.09,0.193,0.216,8,7.63,12.01,1340,1459,"A1","Nonsp","M1"
"2919",338,0.463,0.052,0.231,0.06,0.257,0.15,14,12,0.322,0.225,0.121,0.112,0.088,0.339,12,5.4,23.29,1670,1069,"D1","Manu","M5"
"2920",298,0.433,0.069,0.146,0.041,0.233,0.188,13,11,0.265,NA,0.1,0.069,NA,0.263,14,NA,32.93,6730,NA,"B2","Manu","M5"
"2921",299,0.503,0.036,0.16,0.049,0.244,0.172,11,11,0.303,0.223,0.137,0.077,0.174,0.304,14,NA,22.72,2839,1809,"C2","Manu","M3"
"2922",211,0.512,0.051,0.115,0.06,0.233,0.16,11,8,0.313,NA,0.088,0.065,0.263,0.255,12,NA,14.63,2570,1919,"C2","Manu","N7"
"2923",331,0.439,0.074,0.157,0.034,0.236,0.161,13,12,0.301,0.254,0.108,0.105,0.161,0.269,14,6.42,15.28,3800,1980,"A3","Nonsp","M2"
"2924",254,0.464,0.06,0.147,0.049,0.201,0.195,10,12,0.333,0.261,0.106,0.069,0.157,0.266,14,NA,20.49,2689,1459,"C1","Manu","M3"
"2925",273,0.518,0.046,0.118,0.037,0.234,0.183,12,12,0.324,0.208,0.113,0.08,0.19,0.288,11,2.54,12.46,1460,1479,"D1","Manu","M5"
"2926",266,0.457,0.04,0.333,0.096,0.22,0.209,12,11,0.328,0.234,0.114,0.067,0.11,0.292,11,NA,27.97,3969,1529,"C2","Manu","N1"
"2927",285,0.386,0.082,0.24,0.09,0.213,0.209,9,12,0.298,0.295,0.135,0.108,NA,0.287,12,NA,17.35,3009,1350,"C2","Nonsp","N7"
"2928",298,0.481,0.061,0.136,0.053,0.203,0.184,11,12,0.338,0.243,0.109,0.073,0.148,0.314,13,1.92,14.95,2009,1149,"A3","Nonsp","M2"
"2929",326,0.441,0.054,0.318,0.169,0.205,0.257,9,18,0.292,NA,0.115,0.062,NA,0.313,9,NA,32.3,1710,1049,"C2","Farm","N1"
"2930",314,0.423,0.098,0.253,0.074,0.232,0.169,12,12,0.349,0.233,0.139,0.144,0.058,0.364,12,NA,26.75,2629,2279,"D2","Manu","N3"
"2931",203,0.511,0.053,0.235,0.137,0.283,0.081,14,4,0.246,0.092,0.082,0.093,0.159,0.213,9,3.74,8.67,2329,1470,"A1","Nonsp","M1"
"2932",368,0.37,0.079,0.252,0.084,0.249,0.152,14,8,0.367,0.178,0.154,0.143,0.082,0.34,12,13.3,27.06,6840,2950,"D2","Nonsp","N3"
"2933",384,0.365,0.067,0.228,0.072,0.204,0.212,11,15,0.34,0.329,0.132,0.078,0.141,0.329,13,NA,NA,NA,NA,"B1","Fed","N7"
"2934",261,0.469,0.057,0.18,0.06,0.227,0.148,12,11,0.305,0.203,0.122,0.091,0.155,0.247,13,9.05,9.19,1769,1089,"A2","Nonsp","M2"
"2935",282,0.521,0.041,0.345,0.157,0.257,0.155,14,10,0.291,0.177,0.116,0.094,0.243,0.288,9,NA,26.47,2980,2169,"C1","Nonsp","M3"
"2936",388,0.31,0.094,0.213,0.064,0.203,0.149,12,11,0.413,0.305,0.143,0.107,0.098,0.398,13,NA,37.13,2660,2679,"B2","Mining","M5"
"2937",264,0.537,0.059,0.144,0.032,0.232,0.146,11,10,0.296,0.186,0.099,0.093,0.202,0.275,12,6.2,11.13,1469,880,"A3","Fed","M2"
"2938",186,0.615,0.036,0.114,0.055,0.189,0.131,11,7,0.262,0.179,0.058,0.06,0.206,0.212,13,NA,10.84,1210,1040,"A3","Nonsp","M2"
"2939",213,0.319,0.121,0.378,0.142,0.257,0.126,13,8,0.281,NA,0.083,0.085,NA,0.271,9,NA,18.23,25310,3150,"C2","Nonsp","M4"
"2940",225,0.448,0.088,0.226,0.128,0.157,0.251,6,6,0.231,NA,0.091,0.061,NA,0.174,10,NA,NA,1519,3079,"B1","Recr","N2"
"2941",325,0.407,0.073,0.22,0.058,0.219,0.195,10,14,0.314,0.26,0.141,0.093,NA,0.379,12,NA,28.89,4820,14309,"B1","Manu","N2"
"2942",150,0.673,0.019,0.128,0.085,0.218,0.186,14,5,0.292,NA,0.095,NA,NA,0.324,10,NA,NA,NA,NA,"B2","Farm","M5"
"2943",288,0.456,0.082,0.19,0.052,0.24,0.15,12,11,0.376,0.201,0.137,0.129,0.225,0.328,11,9.9,26.61,3099,2170,"A1","Manu","M1"
"2944",304,0.458,0.073,0.148,0.047,0.23,0.153,9,10,0.324,0.217,0.091,0.078,0.151,0.257,12,0.7,11.02,2379,2439,"A1","Nonsp","M1"
"2945",293,0.398,0.066,0.386,0.166,0.303,0.114,15,8,0.307,NA,0.1,0.084,NA,0.264,10,6.57,24.4,2749,1809,"D2","Manu","M5"
"2946",229,0.608,0.031,0.138,0.045,0.234,0.202,13,14,0.284,NA,0.108,0.07,0.125,0.235,12,NA,15.92,1559,2020,"D2","Farm","N3"
"2947",300,0.455,0.085,0.263,0.166,0.22,0.177,10,12,0.23,0.217,0.083,0.082,0.176,0.185,11,NA,11.34,1369,1280,"A3","Fed","M2"
"2948",245,0.527,0.048,0.142,0.057,0.229,0.152,10,9,0.315,0.216,0.1,0.064,0.183,0.27,14,NA,12.75,5090,2839,"A2","Manu","M2"
"2949",338,0.383,0.085,0.229,0.077,0.249,0.153,11,13,0.384,0.209,0.138,0.124,0.089,0.296,13,7.8,39.43,4419,3699,"C2","Manu","N1"
"2950",216,0.482,0.068,0.226,0.09,0.246,0.156,12,9,0.246,0.199,0.094,0.061,0.173,0.179,11,2.28,10.19,1509,1480,"A3","Recr","M2"
"2951",314,0.399,0.029,0.278,0.127,0.212,0.152,10,9,0.297,NA,0.094,0.101,NA,0.277,10,NA,NA,1769,870,"D2","Fed","N5"
"2952",386,0.356,0.068,0.255,0.077,0.233,0.134,13,8,0.297,0.247,0.129,0.092,0.076,0.334,12,NA,23.93,4499,3599,"C2","Nonsp","N1"
"2953",259,0.517,0.044,0.117,0.047,0.216,0.16,10,10,0.286,0.184,0.097,0.077,0.145,0.23,14,0.57,14.56,1710,2000,"A1","Nonsp","M1"
"2954",320,0.488,0.069,0.225,0.079,0.214,0.157,10,11,0.303,0.192,0.123,0.084,NA,0.264,14,NA,18.23,4359,2759,"A2","Nonsp","M2"
